Student Review,Experience (years),No. of Research Papers Published,Seminars Taken,Events,Attendance (%),Appraisal (%)
6.132284421219016,10.62910344656353,6.945450860983929,6.963806339311679,3.7132123474958463,86.14482174805207,8.303566952581507
4.869873650249405,9.863561087224042,6.781833771409605,6.575201885546588,4.348256817481692,85.19253551955657,7.612009036200996
4.389126619667136,10.089224140016727,9.567744702966847,5.14114513453675,5.914560780493763,85.07447035553668,9.142869641259587
4.076554206318455,10.926703854405686,7.9546820612799705,5.823974387952973,6.086199208458201,86.15637731930804,9.039682998921057
4.438762848991388,11.52721207778108,8.008758339606649,6.475343779427264,4.639344639918439,85.31200191914948,9.083490737302997
4.628613611437165,11.290662578989387,6.229241572323632,6.528597791967352,6.68450475562412,88.16903573191058,9.736054696519187
4.757489912844248,9.40777655235034,7.7286396526244605,4.88036459444166,5.956309241267844,86.58290117351014,8.932817673766854
4.104400314514504,8.320786588431648,7.9092677249472185,4.068922735815428,5.693470699534852,86.59908654892386,8.116638923710457
6.11310199094605,9.051728985262518,6.737743076258604,3.903544295242632,5.238138388221725,85.77751513637274,7.908560931903118
6.462712220543664,11.084600984617834,7.406152850465423,5.216548354719009,3.7757661085512804,86.37374375462593,8.998375003499765
5.117178542359349,8.742519801214224,8.828929115367897,6.4766048272084795,4.2831161537403615,86.56423482935425,9.535627358706654
3.8357654297200896,10.447548462975048,8.047929747200287,5.395201915897437,5.6841997443277235,85.1532318471073,8.651088899188693
6.893047971945433,10.822422282819609,7.395158430598398,4.209297036508168,4.52645535399066,84.71012905582728,7.884100596076481
4.892224762414423,10.493855966700186,8.357949240392582,5.5991952528035105,4.393083270586599,86.71583973822158,9.779193778016882
4.838641705289229,10.155696725863804,8.465954071945337,4.106127655480429,5.991785816470413,84.10801148267316,8.546793797364831
4.817667472213306,11.182014849124638,9.554409228532583,5.7544930574509285,4.9976827454453,88.54981117584377,11.275956038794346
4.9949881364976205,9.236569072378021,6.638716531780432,5.537541672458409,7.043081746450458,85.23202668289933,8.081823006762104
4.322205125553937,10.01937902376557,7.694494493549299,4.725442147078141,6.397633121410067,84.86438573881672,8.124101752245783
6.0035215028169056,10.393690933033696,8.276966882612632,2.6020265578810187,5.752801212129711,86.26757194719681,8.431250183128117
4.627644155130389,10.10567476300059,7.729909809314497,5.437516018566147,3.936134683758773,86.86476852006356,8.780749622461935
5.070740642124783,7.732630643605535,9.016472793861634,5.409695985903378,4.643096512782312,84.8606860144651,8.671831466028403
5.4250860851350815,10.718304290714244,7.568704641345408,5.977844834914158,6.078829174285316,85.94559056378722,8.938774746976309
6.651031506923627,10.351505666017784,8.42201845765091,6.393871045416685,5.463558560869425,86.37024386377118,9.149970919299069
5.4569074072657315,10.441324801987596,8.710252466760606,6.158203377995824,5.414267245837207,85.9804748117551,9.355295392089426
4.149420915726922,8.450947003066702,8.827813712669641,5.28076290621098,6.070094037717542,86.43720832814316,9.118910205295155
5.590819597842895,10.420137076848329,7.880380986239752,4.9714112714917755,5.844358946009022,85.03748332353554,8.40320847025669
5.650121386716087,10.55877841727164,6.968892597174268,4.038048818420503,5.529812155755846,84.35870656077508,7.235368229542348
6.255107611119251,9.429722370321205,8.40584486476412,5.103599180504091,5.259031912236549,85.28187867580408,9.203035134546482
5.512910431347481,8.62822614096528,8.945053567485642,6.761972935253159,5.348648438641413,86.1227982881145,9.328612340499896
4.923367568933918,9.323409206623943,8.220341757765794,4.941503951312211,6.06462199560733,85.65047157758775,8.570068245100524
2.658029134498153,9.759753805718077,6.5856246410271595,5.427393528325034,6.513994486371919,86.19532507667162,7.017178729991931
6.139452304703561,8.77985902943587,6.501474230101084,4.8915263381583465,5.162205903175692,84.309393619735,6.528537307814949
4.626998851649564,10.015696301367875,7.759167358064911,5.198636836242804,5.933880260336606,86.18251534642158,8.714989928699769
3.432512637852347,11.108010959627325,7.286153444255836,4.807767074463322,5.20308589582011,83.89092316377283,6.748111275110413
6.591491580581756,9.557023650649896,6.57613843353,6.10316985552132,5.942385002465719,86.26781199412378,8.476874124485482
7.493241314203527,9.509461765405893,9.063452199176707,4.548292151510933,3.29191110196194,84.90178335411049,8.952171199121718
6.358011990270998,12.89876236476242,7.193849780024118,5.465304572911256,6.090460504110531,86.28765518212523,9.878797898198355
4.681984930514469,9.023670201192175,6.1823401341088084,5.5514709216309095,3.624924431218232,85.4950640278259,6.95494493493122
4.62815228933497,9.701138787299335,9.89288993625972,6.209198893970383,5.325964327459068,86.93065458551828,10.133609309570037
3.472350805943428,10.55266032259064,8.601324122753594,4.818256993087067,4.8292791003656514,85.8149198642126,8.976975166822639
5.960608715405307,11.42262972588138,6.580341775134799,5.194867152982266,6.203534526565648,84.26438319552052,7.586629659983772
7.211906266619439,10.053235358077313,7.993466466473624,3.9027047186092005,4.388110677838358,85.16412677371945,8.856201951679406
5.678988509844484,11.066196154634396,7.723994783743377,5.0233985339260965,4.774905086211177,85.53601758309681,8.303670979139904
6.2848170824718075,10.025216202440483,7.58318281348486,4.519283059826355,5.268109547283058,85.47701717605872,8.713088579813126
5.487660642161649,10.511240097943826,7.9795519889906625,6.814395014648081,6.288391762088132,85.35410855177295,8.738300913669983
6.069236492321338,9.41478366180498,6.833581974276552,6.513373859527475,4.70454356340991,88.19285378091313,9.203532427486511
5.798741490877687,10.206934507290763,8.049747410631996,5.05213876259341,6.754350643161096,84.93747216743324,9.014429533751226
6.147594232204267,9.44168894332701,6.7967289782519416,4.965237137082062,5.301876847931066,85.93291727436518,8.02240962097447
5.983222905544317,13.047787791191082,7.744765458008935,6.996347190151871,5.872935766555146,85.18378339689939,9.858518341230406
5.448457812121251,11.058584553304698,8.294045576644018,4.208303798270102,5.931566842478597,85.03284782770746,9.580384156751634
4.925771278039945,9.344185524284956,9.154419025349902,4.172886110195282,3.696603091503521,85.22358607627321,8.572744663705636
4.217182535754795,9.302120644019746,8.746563203160617,6.018264411641773,6.353339008882611,86.4559179385072,9.763247336449133
8.139878910466974,8.50460296364436,8.432934554764216,7.449605465637273,4.580566171315186,86.79701272427114,10.10035361347604
5.563355379060987,11.333107886461004,7.56457520126798,5.263010645283382,5.665316191016347,84.90940022595974,8.260372824640205
5.398145918884599,10.61044529937237,7.15954919102572,5.068220633583893,6.828454814261424,86.85011434051799,8.920423873135258
5.81542601991463,10.15145258887929,8.745326922828408,4.827302496966976,5.003811547224137,86.52235441011568,9.764155528303247
4.678829368887502,10.033357087940812,6.970088406581841,5.316722960356337,5.515839343653695,85.98846215806496,7.914355241777699
4.291116086934045,10.310418620954449,10.817809060881663,6.917589486468531,4.358984492166225,86.1175869377561,11.256017923771884
5.312064740823726,8.306412818054383,7.239625744339582,6.449442594204388,5.889677807094215,85.66831949736483,7.9021101267227465
5.628512113659726,10.29414596304684,9.446240102363397,4.731097063075203,4.550492054037513,86.70953440558402,9.939529614520739
2.413355448807186,11.295149070142086,8.148631577938673,4.560499306662626,6.378025940375717,85.74666203406193,8.6263662697065
6.565601321441683,9.331138880012123,8.077551937079361,5.501633899443738,5.2915633708141065,86.43712824060295,8.942307621532139
5.555270929373963,10.792857657918754,7.2448743759987515,6.084489209893272,5.592282016632937,85.24626288336746,9.099081718056375
4.012209762525842,9.731383297456274,7.870080741729287,4.814099068809531,4.50601089134216,84.85292397317956,7.646907561795832
6.72076793153214,8.625297323874737,6.7520777310387,5.784692259912456,6.291989494699025,87.22009581141509,8.325474046734513
5.492166220851265,9.906660895986072,9.251907208121974,4.762416227289595,6.268509155670651,86.92350240505753,9.706818119844561
4.893623521840886,9.58059864668038,8.953809906301515,6.362177313869307,5.050927438567966,87.74591058050228,10.33217768923381
5.642277886455078,10.655434892763706,9.341961159146283,3.3835063518703152,6.285980543204128,85.84335272791932,9.687499695277198
6.638557912924702,9.84479978780216,7.597788740422673,5.01158723511965,5.17219808458801,84.88870704459899,9.148339529195882
5.843097023185551,10.991674091326802,7.526620028924267,4.295570646676917,2.411839486001489,85.5868463444838,8.744553655191897
4.818709898925738,10.887493239790613,7.7761085205869565,6.3049729278269435,4.979392302310082,87.2894105195036,9.619687761541478
4.300208503009724,9.892136601080018,7.427625810060241,4.84934142368483,7.110129030252429,87.29526926284885,9.124040609850304
5.028607070885531,10.92114723562713,6.975795625022385,5.545963312240692,6.040494001277364,86.1601630980313,8.822805343054338
3.991893011468973,12.197183535554576,8.206875857262968,6.156471753036644,5.237856139800367,86.66386111088698,10.14694800489344
4.255730949511528,9.726590735210712,9.370694461326945,6.697625996652541,4.9774895585886085,84.60269830621044,8.834832884469984
6.100007438266851,10.422437809811909,8.469852936602718,4.957745342029975,5.085619266901283,85.7965294126071,9.562153478123625
4.336346027348992,10.142345839711167,9.286446350336334,2.0995227307493582,5.542488436626536,85.2954106295108,9.018180857181983
5.972132850303086,9.342439052360849,8.593010045986906,5.6402230053821585,5.970915333903713,85.31298111444691,9.141834258793299
6.679322033015873,7.902187966767167,7.690507795640307,7.075106598188565,6.106163083441497,87.08154669205489,8.801902603030795
6.074140726262226,9.391699073416326,6.8960806587802335,5.410007608157105,3.16103509913908,84.1195386045303,6.505033543010156
4.951203564530702,11.279657503914525,8.576035018371888,4.619032557539125,4.554888222655098,85.94894759329281,9.58507203901698
5.207494697137414,11.084835011668137,7.503439217929506,5.2428805172503825,5.965230035298741,84.59503394156661,8.684231343183075
3.709059310069841,11.406097783302377,6.8701202111487145,4.979121903951557,5.16556651087739,86.98687063004131,9.105072231294198
5.111855130354019,10.898354441231596,9.202301117083596,5.647445367974207,4.364790138058712,85.68286194773209,9.745871690062664
5.224106943539637,9.04734401748577,8.403386989939662,5.083532911048099,3.6901051628178885,84.87050135582359,7.763310966690349
5.4050963316717295,11.291373973448042,8.291464959414784,5.374344793298089,4.105896315221637,86.6157635531835,9.76193925932095
6.13169779564013,9.61024530230947,6.877420389753717,6.4668408020486705,4.116817572945506,87.23184511600788,8.524968287018115
4.694399140389854,10.44320726233293,7.790670948219635,6.078852105452619,7.019650726513381,84.27871507043835,8.406382450350781
4.620424246888228,10.624055490055623,7.916528957359238,4.52774264992976,5.450342531028879,85.18783122639357,8.914659863944927
6.382474964100883,10.398071150352404,9.073291410033962,4.9608141722195,6.148704065885022,86.47148484340892,10.458890002176256
